Cipher Mining Inc. (CIFR),"CleanSpark, Inc. (CLSK)",Hive Blockchain Technologies Ltd. (HIVE),"Marathon Digital Holdings, Inc. (MARA)",TeraWulf Inc. (WULF)
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
